Sector,Year,Month,Cereals and products,Meat and fish,Egg,Milk and products,Oils and fats,Fruits,Vegetables,Pulses and products,Sugar and Confectionery,Spices,Non-alcoholic beverages,"Prepared meals, snacks, sweets etc.",Food and beverages,"Pan, tobacco and intoxicants",Clothing,Footwear,Clothing and footwear,Housing,Fuel and light,Household goods and services,Health,Transport and communication,Recreation and amusement,Education,Personal care and effects,Miscellaneous,General index
Rural,2016,May,129.62479313828317,139.68188915763275,126.37401462697828,134.50096090524056,120.07563126132501,140.2914101285024,144.0501227821987,168.63413527394206,109.20584061414924,134.29778724828398,128.100990711109,140.49458378545899,135.72000284697987,138.15808673045856,137.5485657595889,133.18033213502292,136.93904478871923,127.99940388263073,129.42161948132664,130.5390745945877,127.79623022567417,116.92643957849839,125.56131999915205,131.14859556545736,121.59943368849919,124.44386488589099,132.36763750719672
Urban,2016,May,126.98353559784795,144.35488326763354,129.0152721674135,132.469224335675,111.33916401219308,135.61841601850162,153.80245831611344,185.70072245829286,112.86296643936726,143.7453622967639,123.4279966011082,138.46284721589342,136.73587113176265,144.45647009611181,129.21844582437006,122.61530197328197,128.20257753958728,127.99940388263073,116.82485275002011,125.15497268523895,122.20895465936886,112.45661912545414,121.70102051697747,130.0311404521963,120.38039174675986,120.5835654037164,128.60892485350038
Rural+Urban,2016,May,128.81209851045696,141.3072784132852,127.38988291176106,133.78985310589258,116.82485275002011,138.15808673045856,147.4024881219819,174.42458449720394,110.42488255588857,137.44697893111064,126.17084097002173,139.58030232915448,136.126350160893,139.88506281458928,134.29778724828398,128.81209851045696,133.48509262045778,127.99940388263073,124.64703854284755,127.99940388263073,125.66290682763034,114.58994252349798,123.4279966011082,130.5390745945877,121.0914995461078,122.61530197328197,130.64066142306595
Rural,2016,June,129.95686811387412,140.0623788536777,127.9357659659134,135.00962348377593,119.85135737407053,138.84971756490128,154.1090387820047,170.98524171747667,109.94795684906302,134.50434794678574,127.73365575111734,140.6687094980659,137.4349460613288,138.6476073501052,137.7381113835229,132.9885213358152,137.03072563173663,126.82415978453501,129.35053746948591,130.66425386566038,127.53154553632127,117.52708990391571,125.4093882809625,131.5737498322427,121.16507377024502,124.60094742177823,133.29168665800933
Urban,2016,June,127.22838021412717,145.41829954577364,132.28113558402896,132.38219069142698,111.36272835263553,136.9296705243386,175.5327215503883,186.34561804197816,113.18172028580017,144.30669336439524,122.88301059601162,138.3444420279111,139.65815842408557,144.20563825699716,128.94631703989376,122.37773505902143,127.9357659659134,126.82415978453501,116.71864904473144,124.49989231438019,121.87245952203125,113.48488560799429,121.16507377024502,130.66425386566038,120.05346758886661,120.8619084480509,129.45159257688394
Rural+Urban,2016,June,129.0473721472918,141.9824258942404,129.65370279168005,133.99907240979556,116.71864904473144,137.94022159831897,161.38500651466327,176.13905219477653,111.05956303044142,137.7381113835229,125.71255360315664,139.55710331668755,138.24338692051307,140.16343396107575,134.3022377319897,128.54209661030163,133.39274176540735,126.82415978453501,124.60094742177823,127.73365575111734,125.4093882809625,115.40493264855697,122.98406570340966,131.0684742952525,120.65979823325483,122.78195548861358,131.47269472484467
Rural,2016,July,129.98033706999644,140.23400635162025,130.28191557827947,135.20769788023603,120.1287724660833,139.2287446573434,159.03240003459732,172.70395907676246,110.8803648787363,135.00664554138066,127.96981368144272,140.636111029331,138.32400913249424,138.726113810205,137.9219044547835,132.89559598339926,137.2182212687897,127.06507815659356,128.87454920629187,130.68402025599022,127.36665666487661,117.01246121382508,125.85876412346134,131.4882296114117,121.5361388380709,124.45139775147375,133.69980533882074
Urban,2016,July,127.4671828343043,144.95873631472142,137.3187474382174,132.49349130568854,111.5840480647301,137.72085211592815,180.44447412269417,189.39130320175812,113.89614996156685,144.6571578064384,122.34034819349237,138.22348296306657,140.53558485990334,143.65189611216155,128.57297069800885,121.73719117692626,127.56770900373199,127.06507815659356,116.10772568897592,124.14981924319069,121.5361388380709,112.2877312507239,120.93298182150478,131.4882296114117,120.63140331322172,120.53087714379406,129.67875856171335
Rural+Urban,2016,July,129.17612771457493,141.9429512318909,132.99612215282696,134.2024361859592,117.01246121382508,138.52506147134963,166.2702842333906,178.3334245647128,111.88562657301316,138.22348296306657,125.65771178460597,139.53032316562647,139.12821848791575,140.0329540127649,134.2024361859592,128.27139218972576,133.39822683053768,127.06507815659356,124.04929307376302,127.56770900373199,125.15508093746755,114.49930697813296,123.04403137948617,131.4882296114117,121.13403416036016,122.54140053234775,131.78980811969473
Rural,2016,August,130.1,138.8,130.3,135.3,119.9,140.2,156.9,172.2,112.1,134.9,128.1,140.7,138.0,138.9,137.8,133.0,137.1,127.3,129.1,130.6,127.0,116.0,125.5,131.9,122.0,124.2,133.5
Urban,2016,August,127.6,140.3,133.7,132.2,111.8,135.8,163.5,182.3,114.6,144.6,121.9,138.1,137.6,143.6,128.3,121.4,127.3,127.3,114.7,123.9,121.2,110.4,120.6,131.5,120.9,119.9,128.4
Rural+Urban,2016,August,129.3,139.3,131.6,134.1,116.9,138.1,159.1,175.6,112.9,138.1,125.5,139.5,137.9,140.2,134.1,128.2,133.2,127.3,123.6,127.4,124.8,113.1,122.7,131.7,121.5,122.1,131.1
